date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
17:45:12	16/16	---MCZ	404	error ('Not%20Found')	text/html	date:Sun,%2016%20Feb%202025%2009:45:11%20GMT	https://magical.my.id/assets/fonts/bootstrap/glyphicons-halflings-regular.eot	D:/WEB%20NOPY/magical.my.id/assets/fonts/bootstrap/glyphicons-halflings-regular.eot	(from https://magical.my.id/assets/css/main.css)
17:45:12	16/16	---MCZ	404	error ('Not%20Found')	text/html	date:Sun,%2016%20Feb%202025%2009:45:12%20GMT	https://magical.my.id/assets/fonts/bootstrap/glyphicons-halflings-regular.eot?	D:/WEB%20NOPY/magical.my.id/assets/fonts/bootstrap/glyphicons-halflings-regulard41d.eot	(from https://magical.my.id/assets/css/main.css)
17:45:12	18028/18028	---M--	200	added ('OK')	application/octet-stream	etag:%2267879bd2-466c%22	https://magical.my.id/assets/fonts/bootstrap/glyphicons-halflings-regular.woff2	D:/WEB%20NOPY/magical.my.id/assets/fonts/bootstrap/glyphicons-halflings-regular.woff2	(from https://magical.my.id/assets/css/main.css)
17:45:12	16/16	---MCZ	404	error ('Not%20Found')	text/html	date:Sun,%2016%20Feb%202025%2009:45:12%20GMT	https://magical.my.id/assets/fonts/bootstrap/glyphicons-halflings-regular.woff	D:/WEB%20NOPY/magical.my.id/assets/fonts/bootstrap/glyphicons-halflings-regular.woff	(from https://magical.my.id/assets/css/main.css)
17:45:13	16/16	---MCZ	404	error ('Not%20Found')	text/html	date:Sun,%2016%20Feb%202025%2009:45:12%20GMT	https://magical.my.id/assets/fonts/bootstrap/glyphicons-halflings-regular.ttf	D:/WEB%20NOPY/magical.my.id/assets/fonts/bootstrap/glyphicons-halflings-regular.ttf	(from https://magical.my.id/assets/css/main.css)
17:45:13	16/16	---MCZ	404	error ('Not%20Found')	text/html	date:Sun,%2016%20Feb%202025%2009:45:12%20GMT	https://magical.my.id/assets/fonts/bootstrap/glyphicons-halflings-regular.svg	D:/WEB%20NOPY/magical.my.id/assets/fonts/bootstrap/glyphicons-halflings-regular.svg	(from https://magical.my.id/assets/css/main.css)
17:45:13	16/16	---MCZ	404	error ('Not%20Found')	text/html	date:Sun,%2016%20Feb%202025%2009:45:13%20GMT	https://magical.my.id/assets/videos/video-thumb.jpg	D:/WEB%20NOPY/magical.my.id/assets/videos/video-thumb.jpg	(from https://magical.my.id/assets/css/main.css)
17:45:14	176611/176611	---M--	200	added ('OK')	image/png	etag:%2267879bd2-2b1e3%22	https://magical.my.id/assets/images/sidebar_bg.png	D:/WEB%20NOPY/magical.my.id/assets/images/sidebar_bg.png	(from https://magical.my.id/assets/css/hamburger-style.css)
17:45:14	16/16	---MCZ	404	error ('Not%20Found')	text/html	date:Sun,%2016%20Feb%202025%2009:45:13%20GMT	https://magical.my.id/assets/css/ajax-loader.gif	D:/WEB%20NOPY/magical.my.id/assets/css/ajax-loader.gif	(from https://magical.my.id/assets/css/slick.css)
17:45:14	16/16	---MCZ	404	error ('Not%20Found')	text/html	date:Sun,%2016%20Feb%202025%2009:45:13%20GMT	https://magical.my.id/assets/fonts/slick.eot	D:/WEB%20NOPY/magical.my.id/assets/fonts/slick.eot	(from https://magical.my.id/assets/css/slick.css)
17:45:14	16/16	---MCZ	404	error ('Not%20Found')	text/html	date:Sun,%2016%20Feb%202025%2009:45:14%20GMT	https://magical.my.id/assets/fonts/slick.eot?	D:/WEB%20NOPY/magical.my.id/assets/fonts/slickd41d.eot	(from https://magical.my.id/assets/css/slick.css)
17:45:14	16/16	---MCZ	404	error ('Not%20Found')	text/html	date:Sun,%2016%20Feb%202025%2009:45:14%20GMT	https://magical.my.id/assets/fonts/slick.woff	D:/WEB%20NOPY/magical.my.id/assets/fonts/slick.woff	(from https://magical.my.id/assets/css/slick.css)
17:45:14	16/16	---MCZ	404	error ('Not%20Found')	text/html	date:Sun,%2016%20Feb%202025%2009:45:14%20GMT	https://magical.my.id/assets/fonts/slick.ttf	D:/WEB%20NOPY/magical.my.id/assets/fonts/slick.ttf	(from https://magical.my.id/assets/css/slick.css)
17:45:15	16/16	---MCZ	404	error ('Not%20Found')	text/html	date:Sun,%2016%20Feb%202025%2009:45:14%20GMT	https://magical.my.id/assets/fonts/slick.svg	D:/WEB%20NOPY/magical.my.id/assets/fonts/slick.svg	(from https://magical.my.id/assets/css/slick.css)
17:45:15	137568/137568	---M--	200	added ('OK')	application/octet-stream	etag:%2267879bd1-21960%22	https://magical.my.id/assets/fonts/GOTHIC.TTF	D:/WEB%20NOPY/magical.my.id/assets/fonts/GOTHIC.TTF	(from https://magical.my.id/assets/css/custom.css)
17:45:15	129676/129676	---M--	200	added ('OK')	application/octet-stream	etag:%2267879bd1-1fa8c%22	https://magical.my.id/assets/fonts/GOTHICB.TTF	D:/WEB%20NOPY/magical.my.id/assets/fonts/GOTHICB.TTF	(from https://magical.my.id/assets/css/custom.css)
17:45:15	67142/67142	---M--	200	added ('OK')	image/png	etag:%2267879bd2-10646%22	https://magical.my.id/assets/images/grow_bg2.png	D:/WEB%20NOPY/magical.my.id/assets/images/grow_bg2.png	(from https://magical.my.id/assets/css/custom.css)
17:45:16	17815/17815	---M--	200	added ('OK')	image/png	etag:%2267879bd2-4597%22	https://magical.my.id/assets/images/grow_dirt_faq.png	D:/WEB%20NOPY/magical.my.id/assets/images/grow_dirt_faq.png	(from https://magical.my.id/assets/css/custom.css)
17:45:16	15620/15620	---M--	200	added ('OK')	image/png	etag:%2267879bd2-3d04%22	https://magical.my.id/assets/images/grow_dude_sign.png	D:/WEB%20NOPY/magical.my.id/assets/images/grow_dude_sign.png	(from https://magical.my.id/assets/css/custom.css)
17:45:16	100707/100707	---M--	200	added ('OK')	image/png	etag:%2267879bd2-18963%22	https://magical.my.id/assets/images/grow_bg3.png	D:/WEB%20NOPY/magical.my.id/assets/images/grow_bg3.png	(from https://magical.my.id/assets/css/custom.css)
17:45:16	16/16	---MCZ	404	error ('Not%20Found')	text/html	date:Sun,%2016%20Feb%202025%2009:45:16%20GMT	https://magical.my.id/assets/images/gt-WebShop-Gem-Icon.png	D:/WEB%20NOPY/magical.my.id/assets/images/gt-WebShop-Gem-Icon.png	(from https://magical.my.id/assets/css/custom.css)
17:45:17	795/795	---M--	200	added ('OK')	image/png	etag:%2267879bd2-31b%22	https://magical.my.id/assets/images/whatsapp.png	D:/WEB%20NOPY/magical.my.id/assets/images/whatsapp.png	(from https://magical.my.id/assets/css/custom.css)
17:45:17	16/16	---MCZ	404	error ('Not%20Found')	text/html	date:Sun,%2016%20Feb%202025%2009:45:16%20GMT	https://magical.my.id/assets/images/Grow_Fankit-Icon.png	D:/WEB%20NOPY/magical.my.id/assets/images/Grow_Fankit-Icon.png	(from https://magical.my.id/assets/css/custom.css)
